Nama,Wilayah,Kategori,Rating,Status,lat,lng
Warung Sate Madura- Hj. Siti Maria Iftisam.,Kota Depok,Sate,4.5,Buka,-6.396155595359382,106.78105862057544
Sate Solo Pak Budi Sawangan (perempatan mampang),Kota Depok,Sate,4.5,Buka,-6.399132964687593,106.79053855532008
Warung Sate Solo Pak Min,Kota Depok,Sate,4.5,Buka,-6.40489158274698,106.78326499082385
Sate Maranggi Mas Kulin - Pasal 1 - Siliwangi Depok,Kota Depok,Sate,4.5,Buka,-6.414865472710365,106.77646842892801
Rumah Makan Padang Jaya,Kota Depok,Nasi Padang,4.5,Buka,-6.417174668839211,106.79934657016011
Restoran Simpang Raya - Margonda,Kota Depok,Nasi Padang,4.5,Buka,-6.404368702277624,106.77741644150946
RM Kari Minang Sawangan,Kota Depok,Nasi Padang,4.5,Buka,-6.3966775127318805,106.80667626595853
Rumah Makan Pondok Baru Ratu Jaya,Kota Depok,Nasi Padang,4.5,Buka,-6.397096732395061,106.79900422331663
Rm. Padang Sinar Andalas,Kota Depok,Nasi Padang,4.5,Buka,-6.3888768937766285,106.80113900348614
Restoran Sederhana (Masakan Padang) - Margonda,Kota Depok,Nasi Padang,4.5,Buka,-6.420258285420728,106.80055826038098
Rm. Minang Maimbau,Kota Depok,Nasi Padang,4.5,Buka,-6.4044882893182935,106.77731471986544
Rumah Makan Padang Surya Group,Kota Depok,Nasi Padang,4.5,Buka,-6.4004553185042985,106.77538021323345
RM Padang Telaga Sari,Kota Depok,Nasi Padang,4.5,Buka,-6.401958831373814,106.79714266726565
RM Kari Minang Tole Iskandar,Kota Depok,Nasi Padang,4.5,Buka,-6.391331143436497,106.78514572481347
Pondok Jago Masakan Padang,Kota Depok,Nasi Padang,4.5,Buka,-6.392193352471561,106.80173012626439
RM Minang Pelopor,Kota Depok,Nasi Padang,4.5,Buka,-6.412452592350814,106.80876249215406
Nasi padang RM.17 masakan padang,Kota Depok,Nasi Padang,4.5,Buka,-6.3983984029248395,106.79678716828411
Trio Permai Depok 2 Tengah,Kota Depok,Nasi Padang,4.5,Buka,-6.411760692474412,106.78193937638981
Kedai Nasi Uni Sekha,Kota Depok,Nasi Padang,4.5,Buka,-6.384542161129952,106.79934378888136
RM Padang Tanamo,Kota Depok,Nasi Padang,4.5,Buka,-6.401168823140656,106.80005194246858
Istana Rendang Padang RM. Elok saiyo,Kota Depok,Nasi Padang,4.5,Buka,-6.391765920419238,106.79567503089795
"RM.Trio Permai, Tole Iskandar",Kota Depok,Nasi Padang,4.5,Buka,-6.386560162738301,106.80071555970744
RM. Koto saiyo cilodong,Kota Depok,Nasi Padang,4.5,Buka,-6.419586692770702,106.7789949058243
RM Elok Tando,Kota Depok,Nasi Padang,4.5,Buka,-6.398412326606136,106.81269549139569
Soto Bu Tjondro,Kota Depok,Soto,4.5,Buka,-6.4074794954078875,106.79970636636234
SOTO KUDUS MENARA Juanda Depok,Kota Depok,Soto,4.5,Buka,-6.399336011086494,106.79612965201454
SOTO MIE BOGOR Mang Maman,Kota Depok,Soto,4.5,Buka,-6.386826662334848,106.78762629230174
"Soto Segeer Mbok Giyem,Pancoran Mas",Kota Depok,Soto,4.5,Buka,-6.413386410060636,106.80508447344684
Soto Ngawi Margonda,Kota Depok,Soto,4.5,Buka,-6.390591171071647,106.79726764748888
SOTO KUDUS MENARA Sawangan Depok,Kota Depok,Soto,4.5,Buka,-6.411851999623788,106.79499840707157
Soto Betawi Bang Gani,Kota Depok,Soto,4.5,Buka,-6.417117010844436,106.79571323954977
SOTOKU SOTO SEMARANG,Kota Depok,Soto,4.5,Buka,-6.407631074214274,106.78707879866793
Soto Lamongan Pak Juned,Kota Depok,Soto,4.5,Buka,-6.414150357062553,106.78729867211574
Soto Betawi Tulen H. Suwandi,Kota Depok,Soto,4.5,Buka,-6.411629222416967,106.77818950211241
Soto dan Sop iga Bang Bule Depok jl.kembang lio,Kota Depok,Soto,4.5,Buka,-6.393643782936293,106.79869954252747
Soto Betawi Bang Kurdi,Kota Depok,Soto,4.5,Buka,-6.418803912508404,106.80749729107478
RM Soto Ayam CAKWIT,Kota Depok,Soto,4.5,Buka,-6.401573599157578,106.78727988827963
Soto Betawi Kebon Duren,Kota Depok,Soto,4.5,Buka,-6.415585061186247,106.78726417325953
"Soto Segeer Mbok Giyem, GDC",Kota Depok,Soto,4.5,Buka,-6.417336783375882,106.80304166238305
RM Soto Betawi Bang Yadih,Kota Depok,Soto,4.5,Buka,-6.398005999502581,106.78755289867767
Soto Bang Juna,Kota Depok,Soto,4.5,Buka,-6.388260423206016,106.77493643820311
Soto Ayam SBY,Kota Depok,Soto,4.5,Buka,-6.405373221647351,106.81321134359035
Soto Kudus Hadi Mulyo,Kota Depok,Soto,4.5,Buka,-6.39782460764425,106.79145289403384
WASDI SOTO BOGOR,Kota Depok,Soto,4.5,Buka,-6.415202503406967,106.79593162590568
Soto Ayam Ceker SBY Cak No,Kota Depok,Soto,4.5,Buka,-6.400918173064818,106.77943598119295
Soto Ayam Ceker Madura Cak Mad,Kota Depok,Soto,4.5,Buka,-6.4173090673348945,106.77660266558941
Soto Semarang Pendowo AR,Kota Depok,Soto,4.5,Buka,-6.383841563723661,106.77459568388852
Nasi Goreng Pakde Bejo,Kota Depok,Nasi Goreng,4.6,Buka,-6.41190473782811,106.78705262733382
Nasi Goreng Pak Warso Super Enak,Kota Depok,Nasi Goreng,4.6,Buka,-6.419584714094042,106.78943555978833
Nasi Goreng Spesial Bang Toha,Kota Depok,Nasi Goreng,4.6,Buka,-6.38374200039035,106.79189957711745
Nasi Goreng Mas Acil,Kota Depok,Nasi Goreng,4.6,Buka,-6.421006301107875,106.79229259656131
Nasi Goreng Jhony Brebes,Kota Depok,Nasi Goreng,4.6,Buka,-6.397721500132061,106.78495345026185
Nasi Goreng Sibontot Pancoran Mas Depok,Kota Depok,Nasi Goreng,4.6,Buka,-6.408153784358218,106.78512783645623
Nasi goreng kampung bang ojih,Kota Depok,Nasi Goreng,4.6,Buka,-6.408311179049527,106.78648300424084
Nasi Goreng Dendeng Lemak Depok Tole Iskandar,Kota Depok,Nasi Goreng,4.6,Buka,-6.388298616734705,106.77961054043125
Nasi Goreng Kebuli Pak de Doel,Kota Depok,Nasi Goreng,4.6,Buka,-6.416817640655317,106.79651996052425
Nasi Goreng Afwu,Kota Depok,Nasi Goreng,4.6,Buka,-6.393933692185275,106.77856127161566
Nasi Goreng Kebuli Safinah,Kota Depok,Nasi Goreng,4.6,Buka,-6.4213912110380935,106.78028944668986
Sedap Malam Bang Ali Cagar Alam Depok,Kota Depok,Nasi Goreng,4.6,Buka,-6.391535990856721,106.80315866716339
Nasi Goreng Gila 68 Mas Udin,Kota Depok,Nasi Goreng,4.6,Buka,-6.408381096118082,106.81121495368247
Nasi Goreng Gila,Kota Depok,Nasi Goreng,4.6,Buka,-6.398357886590036,106.80883187279873
Bakmie Arcadia & Coffee,Kota Depok,Bakmie,4.2,Buka,-6.3895170315202225,106.79007651010969
Bakmie Bahagia,Kota Depok,Bakmie,4.2,Buka,-6.398205587530711,106.8106138104294
Bakmi Karet Ayam Kampung GDC DEPOK,Kota Depok,Bakmie,4.2,Buka,-6.391937527438939,106.78652773156406
Bakmi Djogja Mas Min,Kota Depok,Bakmie,4.2,Buka,-6.405306950926563,106.79012620536346
Bakmi Lei,Kota Depok,Bakmie,4.2,Buka,-6.4136972183910945,106.80638704448555
Bakmi Bangka 33 Chinese,Kota Depok,Bakmie,4.2,Buka,-6.413353004575546,106.79917179567964
Bakmi Margonda,Kota Depok,Bakmie,4.2,Buka,-6.413211353827747,106.79278342998913
Bakmie Anugerah,Kota Depok,Bakmie,4.2,Buka,-6.391551239161478,106.79121795644727
Bakmi Siliwangi 99 (BakSil),Kota Depok,Bakmie,4.2,Buka,-6.408225093133736,106.78705057381657
Bakmi Jogja Mas Goen - BJMG Depok,Kota Depok,Bakmie,4.2,Buka,-6.395781239826187,106.77753038505034
"DEMIE Bakmie 69, Margonda",Kota Depok,Bakmie,4.2,Buka,-6.383417065384763,106.7923757780585
Bakmie Jogja Pak Udin,Kota Depok,Bakmie,4.2,Buka,-6.398017264715087,106.78693337390101
Bakmi Cempaka 99,Kota Depok,Bakmie,4.2,Buka,-6.4050497425871615,106.78595875168291
Bakmi Jogja Mbah Giyo - GDC,Kota Depok,Bakmie,4.2,Buka,-6.417312826817672,106.78621521747122
Bakmie Khas Jaksel - Mampang,Kota Depok,Bakmie,4.2,Buka,-6.400158091297493,106.80943056855898
Bakmi Jogja Mas Gundul ( Depok ),Kota Depok,Bakmie,4.2,Buka,-6.405696220850473,106.804822606617
MBK 1964 - Grand Depok City ( Mie Bandung Kejaksaan 1964 ),Kota Depok,Bakmie,4.2,Buka,-6.401640184905322,106.77927401295972
Mie Ayam Sukabumi Sawangan (Cabang Grand Depok City ),Kota Depok,Bakmie,4.2,Buka,-6.407924920666274,106.78392954598692
HAKA Dimsum Shop Depok,Kota Depok,Dimsum,4.6,Buka,-6.389110125121577,106.81177611771669
Imperial Kitchen & Dimsum - Margo City,Kota Depok,Dimsum,4.6,Buka,-6.401508049062578,106.7928853573746
Pabrik Dimsum Indonesia,Kota Depok,Dimsum,4.6,Buka,-6.404503716482188,106.806369744428
Kampung Dimsum 11,Kota Depok,Dimsum,4.6,Buka,-6.419783037466271,106.79180800456427
Lambe Dimsum Mampang,Kota Depok,Dimsum,4.6,Buka,-6.396432684586659,106.79960306030502
CAHAYA DIM SUM (Produksi Dan Distributor),Kota Depok,Dimsum,4.6,Buka,-6.414078929616518,106.79925159047897
DIMSUM SALMON DIBS KITCHEN,Kota Depok,Dimsum,4.6,Buka,-6.38994328553155,106.81321213636677
DAUN BAMBU (Bakmi & Dimsum) Bedahan,Kota Depok,Dimsum,4.6,Buka,-6.384826200072357,106.78993939908993
Dimsum Mentai Premium,Kota Depok,Dimsum,4.6,Buka,-6.40466860456671,106.80820010954201
NAQU DIMSUM MENTAI JUMBO,Kota Depok,Dimsum,4.6,Buka,-6.409875065180134,106.79662074603219
DIMSUM IZI,Kota Depok,Dimsum,4.6,Buka,-6.410845474501887,106.78390313635283
Adadimsumtapos,Kota Depok,Dimsum,4.6,Buka,-6.416623300488326,106.81148033658546
DIMSUM ENDUT - PANCORAN MAS,Kota Depok,Dimsum,4.6,Buka,-6.399682073228374,106.8106645688615
Dimsum Mertua,Kota Depok,Dimsum,4.6,Buka,-6.401848698234446,106.80935780378186
Yuk Dimsum Depok,Kota Depok,Dimsum,4.6,Buka,-6.4158281953705725,106.80039456285076
DIMSUM ARSYIF CITAYAM DEPOK,Kota Depok,Dimsum,4.6,Buka,-6.408140786811335,106.80319362418147
R.E Dimsum,Kota Depok,Dimsum,4.6,Buka,-6.418768681453666,106.78398990667142
Gardenia dimsum ala resto,Kota Depok,Dimsum,4.6,Buka,-6.40133250578364,106.78610506480007
Dimsum Mentai Nyo,Kota Depok,Dimsum,4.6,Buka,-6.391565580020387,106.80076795871848
FADIN DIMSUM,Kota Depok,Dimsum,4.6,Buka,-6.395370389633824,106.79873508274665
JIYAM DIMSUM,Kota Depok,Dimsum,4.6,Buka,-6.400004145812406,106.8001082486952
Bakso & Mie Ayam Raksasa,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.2480000266524485,106.98395139269705
"Mie Ayam Bakso Pangsit ""Sinar Surya""",Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.247734826261086,106.97820953751348
Bakso & Mie Ayam 555 Tohhir,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.235157964395339,106.98355410471463
Mie Ayam Bakso Joss,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.252346461938318,106.95687770934057
MIE AYAM BAKSO PODOMORO MAS PONO,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.234004571313133,106.96583400785165
Bakso Dan Mie Ayam Mas Gino,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.246769014685158,106.98914507116153
Bakso H. Yatmin,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.238091884939626,106.9824158144872
Bakso & Mie Ayam 'Mas Bejo',Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.225617939833107,106.99017584151485
Bakso Mie Ayam Bang Kujay,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.22673235917682,106.95610064572602
Mie Ayam & Bakso Super Tip Top 91,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.24596742994772,106.97539721397864
"Mie Ayam & Bakso Bang Mamat, Special Yamin Pedas",Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.246665568625035,106.9569049092182
Mie Ayam Bakso Sarangan & Nasi Pecel Madiun,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.229843848809096,106.96085135698577
Mie Ayam & Bakso Balungan 99 - Bekasi Utara,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.231984803776327,106.98633343326192
Mie ayam bakso pakde wonogiri 2,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.240208360136441,106.95631855933962
Mie Ayam Bakso Alex,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.244563661169348,106.97725397793182
Bakso Malang & Mie Ayam NS,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.240300823788826,106.9811303866536
Mie Ayam Bakso Sukowati Padurenan,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.2220804685392554,106.9613822748184
Bakso Surya & Mie Ayam Cabang Galaxy,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.232236542542179,106.9943830558878
Pondok Bakso Super & Mie Ayam,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.249887088376728,106.9924742884858
Mie Ayam Yamin & Bakso Safa 6,Kota Bekasi,Bakso dan Mie Ayam,4.5,Buka,-6.22479039978022,106.98724385332035
Ayam Panggang Pak Tarwud,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.247764658828522,106.95792685264155
Ayam Bakar Kalasan Sanjaya,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.231946356783781,106.96089992268934
Ayam Bakar KQ-5 Juanda Bekasi,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.242963177416885,106.97040653804898
AYAM BAKAR BU WIDYA KHAS SOLO,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.224525008941879,106.97897021668335
Ayam Bakar Tusuk Kp. Setu Bintara Jaya,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.234322341442438,106.98600355565858
Rumah Makan Ayam Bakar Kalasan,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.222532218652643,106.99107110401377
Ayam Keshwari Bintara ( Ayam Bakar dan Ikan Bakar ),Kota Bekasi,Ayam Bakar,4.6,Buka,-6.220552774133661,106.963099895778
AYAM BAKAR KQ-5 JATIASIH,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.2398694808579185,106.95693313304426
Ayam Bakar Solo Bu Anna,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.224592748038489,106.9946981358459
Ayam Bakar Kalasan Marin,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.241925493616805,106.97277370559871
AYAM PANGGANG ROSCIK PERUMNAS,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.23944373094478,106.96874814464354
Ayam Bakar KQ-5 - Kota Harapan Indah,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.225605682084025,106.984889005549
Ayam bakar anugrah,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.23059739678384,106.98998876725025
Ayam Bakar Kesepuhan,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.244674964998654,106.96076734010832
Ayam bakar madu & goreng kremes MAMA IRA,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.246996404285783,106.98778545971439
Ayam Bakar Surga,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.222342713335099,106.9757110580372
Ayam Bakar Rina,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.2417945306504015,106.97666785100978
Pondok Ayam Bakar Mas Aris 96,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.238850540853295,106.96278568125493
Ayam bakar sukabumi km888,Kota Bekasi,Ayam Bakar,4.6,Buka,-6.251642683603952,106.95744132683787
Pecel Lele Cak Bodong,Kota Bekasi,Pecel Lele,4.7,Buka,-6.232425860950983,106.95809315095775
Pecel Lele Muji Harapan Indah,Kota Bekasi,Pecel Lele,4.7,Buka,-6.23568343630895,106.95600445233123
PECEL LELE INTAN BERKAH,Kota Bekasi,Pecel Lele,4.7,Buka,-6.257460543855387,106.95748144337722
Kedai Pecel lele Mas Agus,Kota Bekasi,Pecel Lele,4.7,Buka,-6.234858042970603,106.98133251587862
Pecel Lele Pak Kumis,Kota Bekasi,Pecel Lele,4.7,Buka,-6.243013741660314,106.98002734438327
Pecel lele Pa'De Gor,Kota Bekasi,Pecel Lele,4.7,Buka,-6.254688921264503,106.98727628183647
Pecel Lele Mas Roy,Kota Bekasi,Pecel Lele,4.7,Buka,-6.249795592752683,106.95597180802429
Pecel Lele Bintang,Kota Bekasi,Pecel Lele,4.7,Buka,-6.221145213774645,106.97336047624513
Pecel Lele Sugiarto,Kota Bekasi,Pecel Lele,4.7,Buka,-6.2530665902235,106.95634339699332
Pecel Lele Lamongan Tugu Pekayon,Kota Bekasi,Pecel Lele,4.7,Buka,-6.244064480928661,106.97497684342339
PECEL LELE BERKAH ABADI EX pecel lele mang dodot,Kota Bekasi,Pecel Lele,4.7,Buka,-6.23767557662507,106.98994212134723
pecel lele Pak Iwan SBS,Kota Bekasi,Pecel Lele,4.7,Buka,-6.229497440669701,106.97030369586489
pecel lele muali,Kota Bekasi,Pecel Lele,4.7,Buka,-6.249939333295211,106.99335821392253
Pecel Lele Depan Pom Permata Hijau,Kota Bekasi,Pecel Lele,4.7,Buka,-6.253724088264157,106.98212044936932
PECEL LELE PORSELA 78,Kota Bekasi,Pecel Lele,4.7,Buka,-6.231824838740364,106.9769079979193
Pecel Lele Om Jhons,Kota Bekasi,Pecel Lele,4.7,Buka,-6.218582158793823,106.97878897722275
Pecel Lele Lohjinawi,Kota Bekasi,Pecel Lele,4.7,Buka,-6.221425175092031,106.96197923289422
Pecel Lele Afifah Jaya,Kota Bekasi,Pecel Lele,4.7,Buka,-6.240482074352513,106.96067758805377
Pecel Lele Lela galaxy,Kota Bekasi,Pecel Lele,4.7,Buka,-6.253176969637669,106.98092882597908
PECEL LELE PAK MUS,Kota Bekasi,Pecel Lele,4.7,Buka,-6.220016000195673,106.97572157369325
Pecel Lele “Sekelik”,Kota Bekasi,Pecel Lele,4.7,Buka,-6.219125606506859,106.98285307669289
Pecel lele lamongan,Kota Bekasi,Pecel Lele,4.7,Buka,-6.255369948299369,106.99207334135717
Pecel Lele Dua Saudara,Kota Bekasi,Pecel Lele,4.7,Buka,-6.246514573536222,106.9796602945793
WARUNG PECEL LELE LAMONGAN,Kota Bekasi,Pecel Lele,4.7,Buka,-6.237801972510212,106.95617734711088
RM. Sate Kambing Haji NANA,Kota Bekasi,Sate,4.6,Buka,-6.231012027876422,106.97822861231415
Sate Tegal Berkah Juanda Bekasi,Kota Bekasi,Sate,4.6,Buka,-6.2367610216283715,106.98258203933179
Sate Tegal Kang Rudy,Kota Bekasi,Sate,4.6,Buka,-6.221350749681021,106.97094725367702
Sate & Tongseng Pak Budi,Kota Bekasi,Sate,4.6,Buka,-6.236881934141806,106.96696916939062
PONDOK SATE Bang Anwar,Kota Bekasi,Sate,4.6,Buka,-6.242366142785863,106.97626128487097
Sate Anda - KALIABANG,Kota Bekasi,Sate,4.6,Buka,-6.235227918403714,106.96476213808214
Sate Kambing Tegal CEMPE GEMBUL,Kota Bekasi,Sate,4.6,Buka,-6.22144732610892,106.98524365577521
Waroeng Sate Babe,Kota Bekasi,Sate,4.6,Buka,-6.22475276359838,106.95990191246312
Rumah Makan Sate Tegal H.Noto,Kota Bekasi,Sate,4.6,Buka,-6.220462288439324,106.9750674196453
PONDOK SATE SALUYU,Kota Bekasi,Sate,4.6,Buka,-6.228668388648113,106.98939694654531
SATE KAMBING MUDA BATIBUL BANG INYONG BEKASI,Kota Bekasi,Sate,4.6,Buka,-6.236965668309876,106.9681670044583
Warung Sate Madura Pak Ghofur,Kota Bekasi,Sate,4.6,Buka,-6.239780749060687,106.97779574018593
Sate Solo Pak Kin,Kota Bekasi,Sate,4.6,Buka,-6.228645829268224,106.97143414949305
"Sate Kambing Haji Nawi, Bintara",Kota Bekasi,Sate,4.6,Buka,-6.2297922106398085,106.9908921336661
Warung Sate Solo Pak Mul,Kota Bekasi,Sate,4.6,Buka,-6.233270159265728,106.95566669985116
"SATE MADURA "" MAMA AYU """,Kota Bekasi,Sate,4.6,Buka,-6.227666357820175,106.95771817263193
"Sate & Tongseng Solo ""Pak Guntur""",Kota Bekasi,Sate,4.6,Buka,-6.234718895682947,106.9628625480832
RM Lestari - Sate Kambing Muda,Kota Bekasi,Sate,4.6,Buka,-6.250503431710515,106.98746632692358
Sate Maranggi Ibu Hj.Yayah,Kota Bekasi,Sate,4.6,Buka,-6.244869697015814,106.99521699652198
Sate Solo Sido Mampir Pak Min,Kota Bekasi,Sate,4.6,Buka,-6.226253203798606,106.9918103898685
Sate Madura Cak Heri,Kota Bekasi,Sate,4.6,Buka,-6.222829851311861,106.95739103442325
Warung Sate Solo Pak Tino,Kota Bekasi,Sate,4.6,Buka,-6.242273732061262,106.98146240052807
SATE MADURA CAK MUNIR(1),Kota Bekasi,Sate,4.6,Buka,-6.234048035794346,106.97457848671746
Rumah Makan Karya Minang Masakan Padang - KOTA Bekasi Utara,Kota Bekasi,Nasi Padang,4.6,Buka,-6.230395555787299,106.97329126242208
RM Putra Minang group Bekasi,Kota Bekasi,Nasi Padang,4.6,Buka,-6.223006290903295,106.96107769443495
Simpang Raya Bekasi,Kota Bekasi,Nasi Padang,4.6,Buka,-6.246510022489944,106.96372912021543
RM Kato Saumpun,Kota Bekasi,Nasi Padang,4.6,Buka,-6.254002319952199,106.97258036859463
Rumah Makan Surya Rasa Masakan Padang,Kota Bekasi,Nasi Padang,4.6,Buka,-6.230408111963178,106.97658553713218
Restoran Sederhana Masakan Padang,Kota Bekasi,Nasi Padang,4.6,Buka,-6.24285178054462,106.96712296813773
Restoran Sederhana summarecon bekasi,Kota Bekasi,Nasi Padang,4.6,Buka,-6.230532957380596,106.9736294195925
Rumah Makan ALAN JAYA masakan padang,Kota Bekasi,Nasi Padang,4.6,Buka,-6.242204818951655,106.98125223597768
Sinar Family Masakan Padang,Kota Bekasi,Nasi Padang,4.6,Buka,-6.231652974666247,106.9669352137932
RM PADANG SINAR FAMILY,Kota Bekasi,Nasi Padang,4.6,Buka,-6.247467642906439,106.9889626004957
"RM Payakumbuah, Juanda Bekasi",Kota Bekasi,Nasi Padang,4.6,Buka,-6.239963489496078,106.9763160250453
Nasi Padang Minang Jaya (Masakan Padang Ternikmat) Harapan Indah,Kota Bekasi,Nasi Padang,4.6,Buka,-6.240840985746549,106.96607995648347
RM Padang Cinto Minang - Kota Bekasi,Kota Bekasi,Nasi Padang,4.6,Buka,-6.256091485887612,106.95596148808754
Rumah Makan Padang Dua Sepakat,Kota Bekasi,Nasi Padang,4.6,Buka,-6.244484997071825,106.99257116023863
Rm Serumpun,Kota Bekasi,Nasi Padang,4.6,Buka,-6.231129617640218,106.99078913260782
RM Padang Taman Mini Indah Jatiasih,Kota Bekasi,Nasi Padang,4.6,Buka,-6.220484442874342,106.96033262008639
R.M Uda Fadli (Rumah Makan Padang ),Kota Bekasi,Nasi Padang,4.6,Buka,-6.240633271425866,106.96584993726289
Buffet Saiyo,Kota Bekasi,Nasi Padang,4.6,Buka,-6.255894646819439,106.97453404399242
Sinar Padang,Kota Bekasi,Nasi Padang,4.6,Buka,-6.233400674705691,106.96296953087771
Restoran Padang Sederhana - KALIABANG,Kota Bekasi,Nasi Padang,4.6,Buka,-6.253513477663454,106.96499425104501
"Spesial Soto Boyolali (SSb) Hj. Hesti, Cabang Kota Bintang",Kota Bekasi,Soto,4.8,Buka,-6.24851687770678,106.96087456359287
Soto Djadoel H. Yanto Cab. Bekasi,Kota Bekasi,Soto,4.8,Buka,-6.257967795724157,106.9600904931268
Spesial Soto Boyolali (SSB) Hj. Widodo Cab Bekasi,Kota Bekasi,Soto,4.8,Buka,-6.249296227564222,106.98604330233479
"WARUNG SOTO & BAKSO MALANG ""CAK SONY""",Kota Bekasi,Soto,4.8,Buka,-6.242813564345735,106.97591486609035
Soto Betawi Juanda - Kota Bekasi,Kota Bekasi,Soto,4.8,Buka,-6.2325398412093636,106.9785199608523
Soto Anda Bekasi,Kota Bekasi,Soto,4.8,Buka,-6.226163419941489,106.9931554222311
Soto Betawi Cang Andry,Kota Bekasi,Soto,4.8,Buka,-6.2236126239519445,106.97740120236347
Spesial soto boyolali hj Hesti widodo (SSB),Kota Bekasi,Soto,4.8,Buka,-6.251608450302441,106.95756712681857
Soto SEMARANG Pak ALI,Kota Bekasi,Soto,4.8,Buka,-6.230573923566945,106.97841945393996
Soto Kudus Graha Jatiasih Bekasi,Kota Bekasi,Soto,4.8,Buka,-6.231495447766261,106.98478861507674
Soto Kudus ABAH KADIR Galaxy,Kota Bekasi,Soto,4.8,Buka,-6.228609075632701,106.97634192083011
Soto Segeer 'MBOK GIYEM',Kota Bekasi,Soto,4.8,Buka,-6.258023211398101,106.9667492668914
Warung Soto 93,Kota Bekasi,Soto,4.8,Buka,-6.221081238060293,106.97218197851211
DUA SAUDARA SOTO KHAS BOGOR,Kota Bekasi,Soto,4.8,Buka,-6.223307419884772,106.98581256186836
SOTO AYAM SEJATI KHAS SURABAYA,Kota Bekasi,Soto,4.8,Buka,-6.237409828646165,106.98809403242807
Soto Ayam Ceker Citra Suroboyo,Kota Bekasi,Soto,4.8,Buka,-6.244858834257609,106.98169186329372
Soto Kuning Bogor bm 1912 Galaxy Bekasi,Kota Bekasi,Soto,4.8,Buka,-6.230326606771676,106.97332379920964
Soto Mie Bogor Albarokah,Kota Bekasi,Soto,4.8,Buka,-6.221302480338503,106.99244484862143
RM Soto Kudus,Kota Bekasi,Soto,4.8,Buka,-6.252409067840207,106.97869193456471
Soto Betawi 09,Kota Bekasi,Soto,4.8,Buka,-6.239366944812429,106.98320119769743
Soto Ayam Gondrong,Kota Bekasi,Soto,4.8,Buka,-6.242892890636703,106.98554174585935
Soto Rawon Suroboyo H. Said - Kota Harapan Indah,Kota Bekasi,Soto,4.8,Buka,-6.245529618682723,106.99469319035019
Waroeng Nasi Goreng Koko Will,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.2353984464546235,106.96858461318847
Nasi Goreng Kampung (Alinda Bekasi),Kota Bekasi,Nasi Goreng,4.5,Buka,-6.235395984280425,106.9566757090608
Nasi Goreng Gimbal - REGGAE ABISS..,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.230938633354271,106.97556247926529
Nasi Goreng Kambing Mas Gareng New Place,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.2502715629049375,106.97363075454292
Nasi Goreng Mas Inul,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.247890476158339,106.9569729289336
Warung Nasi Goreng | Jaka Setia - Kota Bekasi | Cak Arip,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.224488822347341,106.99096748313825
NASGOR NUSANTARA BEKASI,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.248968844300294,106.96433438991791
Nasi Goreng 57,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.219090677179052,106.95998608781137
